trip_id,subscriber_type,bikeid,start_time,start_station_id,start_station_name,end_station_id,end_station_name,duration_minutes
9900294126,Walk Up,551,05/10/2015 12:12:54,2823,Capital Metro HQ - East 5th at Broadway,2544,East 6th & Pedernales St.,5
9900294127,Walk Up,875,05/10/2015 12:12:17,2823,Capital Metro HQ - East 5th at Broadway,2544,East 6th & Pedernales St.,4
9900294211,Walk Up,902,05/10/2015 12:12:32,3293,East 2nd & Pedernales,2576,Rainey @ River St,13
9900294227,Walk Up,349,05/10/2015 15:12:38,1006,Zilker Park West,1006,Zilker Park West,54
9900294228,Walk Up,560,05/10/2015 15:12:53,2576,Rainey @ River St,2576,Rainey @ River St,4
9900294272,Weekender,440,05/10/2015 15:12:05,2576,Rainey @ River St,1006,Zilker Park West,33
9900294274,Walk Up,668,05/10/2015 16:12:37,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,33
9900294288,Walk Up,409,05/10/2015 10:12:04,2536,Waller & 6th St.,2536,Waller & 6th St.,3
9900294297,Walk Up,560,05/10/2015 12:12:48,3293,East 2nd & Pedernales,2576,Rainey @ River St,14
9900294318,Walk Up,347,05/10/2015 17:12:54,3291,11th & San Jacinto,3291,11th & San Jacinto,147
9900294354,Walk Up,349,05/10/2015 16:12:12,1006,Zilker Park West,1006,Zilker Park West,0
9900294385,Annual,321,05/10/2015 17:12:58,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,12
9900294394,Local365,236,05/10/2015 13:12:34,1008,Nueces @ 3rd,1008,Nueces @ 3rd,4
9900294441,Annual,551,05/10/2015 07:12:35,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,22
9900294456,Local365,396,05/10/2015 12:12:28,1007,Lavaca & 6th,1008,Nueces @ 3rd,2
9900294472,Local365,397,05/10/2015 19:12:41,2546,ACC - West & 12th Street,3291,11th & San Jacinto,7
9900294483,Local365,881,05/10/2015 08:12:49,1008,Nueces @ 3rd,1008,Nueces @ 3rd,365
9900294490,Local365,789,05/10/2015 09:12:46,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,7
9900294497,Annual,321,05/10/2015 12:12:57,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,16
9900294523,Local365,712,05/10/2015 09:12:32,2564,5th & San Marcos,1007,Lavaca & 6th,0
9900294535,Local365,202,05/10/2015 15:12:48,1008,Nueces @ 3rd,3291,11th & San Jacinto,17
9900294547,Local365,311,05/10/2015 20:12:33,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900294548,Local365,311,05/10/2015 20:12:49,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900294598,Local365,226,05/10/2015 08:12:41,3291,11th & San Jacinto,1008,Nueces @ 3rd,7
9900294618,Local365,460,05/10/2015 17:12:05,2546,ACC - West & 12th Street,2712,Toomey Rd @ South Lamar,9
9900294644,Local365,236,05/10/2015 10:12:59,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,5
9900294650,Local365,370,05/10/2015 12:12:14,3291,11th & San Jacinto,2568,East 11th St. at Victory Grill,5
9900294656,Local365,370,05/10/2015 14:12:40,2568,East 11th St. at Victory Grill,3291,11th & San Jacinto,7
9900294674,Local365,553,05/10/2015 20:12:32,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,25
9900294818,Walk Up,326,06/10/2015 16:12:58,2546,ACC - West & 12th Street,1008,Nueces @ 3rd,24
9900294820,Walk Up,206,06/10/2015 16:12:11,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,63
9900294855,Walk Up,160,06/10/2015 17:12:45,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,24
9900294861,Walk Up,593,06/10/2015 22:12:34,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,95
9900294867,Weekender,360,06/10/2015 12:12:11,1006,Zilker Park West,2540,17th & Guadalupe,26
9900294945,Local365,805,06/10/2015 09:12:57,2536,Waller & 6th St.,2576,Rainey @ River St,7
9900294975,Local365,874,06/10/2015 08:12:49,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900294981,Local365,1000,06/10/2015 11:12:52,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,7
9900294986,Local30,874,06/10/2015 13:12:12,2568,East 11th St. at Victory Grill,2536,Waller & 6th St.,6
9900295008,Local365,553,06/10/2015 07:12:06,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,7
9900295061,Local365,347,06/10/2015 13:12:16,3291,11th & San Jacinto,1008,Nueces @ 3rd,6
9900295124,Local365,344,06/10/2015 10:12:08,1008,Nueces @ 3rd,1007,Lavaca & 6th,0
9900295151,Local365,344,06/10/2015 09:12:52,1008,Nueces @ 3rd,1008,Nueces @ 3rd,9
9900295157,Local365,321,06/10/2015 11:12:19,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,59
9900295174,Annual,539,06/10/2015 18:12:26,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,9
9900295201,Local365,749,06/10/2015 08:12:22,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900295240,Local365,843,06/10/2015 21:12:03,1008,Nueces @ 3rd,3291,11th & San Jacinto,9
9900295332,Walk Up,593,07/10/2015 17:12:16,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,0
9900295355,Walk Up,263,07/10/2015 18:12:57,2564,5th & San Marcos,2564,5th & San Marcos,0
9900295357,Walk Up,483,07/10/2015 20:12:31,2564,5th & San Marcos,2564,5th & San Marcos,2
9900295368,Walk Up,572,07/10/2015 15:12:37,2541,State Capitol @ 14th & Colorado,1007,Lavaca & 6th,0
9900295371,Walk Up,843,07/10/2015 17:12:27,3291,11th & San Jacinto,3291,11th & San Jacinto,261
9900295396,Walk Up,572,07/10/2015 18:12:24,1007,Lavaca & 6th,2546,ACC - West & 12th Street,6
9900295418,Walk Up,425,07/10/2015 15:12:20,2541,State Capitol @ 14th & Colorado,1007,Lavaca & 6th,0
9900295456,Annual,745,07/10/2015 20:12:14,2564,5th & San Marcos,2576,Rainey @ River St,10
9900295467,Local365,745,07/10/2015 18:12:28,3293,East 2nd & Pedernales,2564,5th & San Marcos,9
9900295472,Local365,572,07/10/2015 19:12:14,2546,ACC - West & 12th Street,2568,East 11th St. at Victory Grill,13
9900295499,Local365,321,07/10/2015 11:12:32,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,13
9900295520,Annual,385,07/10/2015 09:12:16,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,6
9900295617,Local365,468,07/10/2015 11:12:02,3291,11th & San Jacinto,1008,Nueces @ 3rd,9
9900295631,Local365,370,07/10/2015 18:12:27,1008,Nueces @ 3rd,2712,Toomey Rd @ South Lamar,4
9900295636,Local365,544,07/10/2015 20:12:53,1008,Nueces @ 3rd,1007,Lavaca & 6th,0
9900295641,Local365,898,07/10/2015 08:12:49,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900295655,Local365,116,07/10/2015 15:12:52,1007,Lavaca & 6th,1007,Lavaca & 6th,174
9900295668,Annual,571,07/10/2015 16:12:22,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900295681,Local365,470,07/10/2015 22:12:43,2576,Rainey @ River St,2568,East 11th St. at Victory Grill,11
9900295739,Local30,1000,07/10/2015 17:12:22,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900295759,Walk Up,453,08/10/2015 10:12:45,3291,11th & San Jacinto,2540,17th & Guadalupe,15
9900295763,Walk Up,127,08/10/2015 15:12:38,3293,East 2nd & Pedernales,2536,Waller & 6th St.,14
9900295766,Walk Up,188,08/10/2015 16:12:58,1006,Zilker Park West,2541,State Capitol @ 14th & Colorado,30
9900295832,Walk Up,221,08/10/2015 11:12:06,2823,Capital Metro HQ - East 5th at Broadway,2564,5th & San Marcos,10
9900295849,Walk Up,29,08/10/2015 15:12:53,3293,East 2nd & Pedernales,2536,Waller & 6th St.,14
9900295856,Walk Up,393,08/10/2015 16:12:29,1006,Zilker Park West,2541,State Capitol @ 14th & Colorado,54
9900295871,Walk Up,30,08/10/2015 10:12:36,3291,11th & San Jacinto,2540,17th & Guadalupe,14
9900295942,Weekender,382,08/10/2015 17:12:41,1008,Nueces @ 3rd,2546,ACC - West & 12th Street,7
9900296045,Walk Up,789,08/10/2015 16:12:27,1006,Zilker Park West,1008,Nueces @ 3rd,42
9900296046,Walk Up,177,08/10/2015 16:12:50,1006,Zilker Park West,1008,Nueces @ 3rd,42
9900296057,Walk Up,329,08/10/2015 02:12:46,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,16
9900296086,Explorer,37,08/10/2015 15:12:42,3291,11th & San Jacinto,3291,11th & San Jacinto,68
9900296104,Weekender,369,08/10/2015 20:12:56,3293,East 2nd & Pedernales,2564,5th & San Marcos,11
9900296125,Annual,664,08/10/2015 06:12:42,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,21
9900296226,Local365,190,08/10/2015 08:12:25,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900296295,Local365,181,08/10/2015 17:12:02,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900296357,Local365,668,08/10/2015 18:12:37,2564,5th & San Marcos,2564,5th & San Marcos,0
9900296410,Weekender,902,09/10/2015 10:12:25,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,39
9900296469,Walk Up,64,09/10/2015 12:12:09,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,24
9900296470,Walk Up,354,09/10/2015 12:12:53,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,21
9900296492,Walk Up,29,09/10/2015 13:12:02,2536,Waller & 6th St.,2536,Waller & 6th St.,60
9900296497,Walk Up,735,09/10/2015 13:12:11,2564,5th & San Marcos,2564,5th & San Marcos,188
9900296528,Walk Up,75,09/10/2015 19:12:25,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900296538,Walk Up,957,09/10/2015 16:12:58,2576,Rainey @ River St,1006,Zilker Park West,26
9900296575,Walk Up,468,09/10/2015 17:12:10,1006,Zilker Park West,1006,Zilker Park West,104
9900296576,Walk Up,545,09/10/2015 18:12:03,1006,Zilker Park West,1006,Zilker Park West,102
9900296577,Walk Up,273,09/10/2015 18:12:48,1006,Zilker Park West,1006,Zilker Park West,102
9900296595,Walk Up,751,09/10/2015 20:12:38,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,7
9900296605,Walk Up,79,09/10/2015 20:12:11,1006,Zilker Park West,1007,Lavaca & 6th,0
9900296621,Walk Up,283,09/10/2015 21:12:41,1006,Zilker Park West,1007,Lavaca & 6th,0
9900296639,Walk Up,281,09/10/2015 22:12:41,1008,Nueces @ 3rd,2536,Waller & 6th St.,17
9900296643,Walk Up,397,09/10/2015 22:12:15,1008,Nueces @ 3rd,2536,Waller & 6th St.,17
9900296676,Walk Up,745,09/10/2015 12:12:32,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,23
9900296683,Walk Up,563,09/10/2015 13:12:54,1006,Zilker Park West,1006,Zilker Park West,17
9900296687,Weekender,919,09/10/2015 13:12:05,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900296733,Walk Up,884,09/10/2015 19:12:10,2712,Toomey Rd @ South Lamar,2536,Waller & 6th St.,29
9900296755,Walk Up,922,09/10/2015 21:12:45,1006,Zilker Park West,1006,Zilker Park West,1
9900296765,Walk Up,513,09/10/2015 22:12:29,1008,Nueces @ 3rd,2536,Waller & 6th St.,18
9900296815,Walk Up,878,09/10/2015 10:12:28,3291,11th & San Jacinto,2546,ACC - West & 12th Street,30
9900296830,Walk Up,680,09/10/2015 11:12:18,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,80
9900296835,Walk Up,281,09/10/2015 12:12:19,3291,11th & San Jacinto,3291,11th & San Jacinto,106
9900296850,Walk Up,64,09/10/2015 14:12:51,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,35
9900296873,Weekender,110,09/10/2015 16:12:49,2576,Rainey @ River St,1006,Zilker Park West,27
9900296911,Weekender,326,09/10/2015 10:12:02,2576,Rainey @ River St,1006,Zilker Park West,38
9900296923,Walk Up,560,09/10/2015 12:12:23,2568,East 11th St. at Victory Grill,2568,East 11th St. at Victory Grill,0
9900296925,Walk Up,856,09/10/2015 12:12:47,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,24
9900296964,Walk Up,116,09/10/2015 16:12:00,1007,Lavaca & 6th,1006,Zilker Park West,18
9900296969,Walk Up,933,09/10/2015 16:12:48,2576,Rainey @ River St,2576,Rainey @ River St,12
9900296970,Weekender,447,09/10/2015 17:12:00,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900296983,Walk Up,894,09/10/2015 19:12:05,2712,Toomey Rd @ South Lamar,2536,Waller & 6th St.,30
9900297032,Weekender,97,09/10/2015 22:12:25,1007,Lavaca & 6th,2568,East 11th St. at Victory Grill,14
9900297067,Walk Up,188,09/10/2015 14:12:54,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,40
9900297070,Walk Up,925,09/10/2015 14:12:01,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,19
9900297089,Weekender,647,09/10/2015 17:12:13,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,285
9900297129,Walk Up,919,09/10/2015 21:12:01,1006,Zilker Park West,2544,East 6th & Pedernales St.,39
9900297177,Walk Up,878,09/10/2015 12:12:32,1006,Zilker Park West,1006,Zilker Park West,37
9900297180,Walk Up,593,09/10/2015 12:12:43,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,27
9900297187,Walk Up,745,09/10/2015 12:12:35,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,21
9900297194,Walk Up,219,09/10/2015 13:12:11,2546,ACC - West & 12th Street,2541,State Capitol @ 14th & Colorado,14
9900297196,Walk Up,511,09/10/2015 13:12:22,2564,5th & San Marcos,2564,5th & San Marcos,0
9900297219,Weekender,406,09/10/2015 16:12:35,2576,Rainey @ River St,1006,Zilker Park West,28
9900297238,Walk Up,969,09/10/2015 19:12:14,2712,Toomey Rd @ South Lamar,2536,Waller & 6th St.,20
9900297249,Walk Up,114,09/10/2015 20:12:54,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297261,Walk Up,539,09/10/2015 21:12:17,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297262,Walk Up,235,09/10/2015 21:12:59,1006,Zilker Park West,2546,ACC - West & 12th Street,144
9900297288,Walk Up,169,09/10/2015 10:12:18,3291,11th & San Jacinto,2546,ACC - West & 12th Street,29
9900297302,Walk Up,898,09/10/2015 12:12:40,1006,Zilker Park West,1006,Zilker Park West,26
9900297303,Walk Up,102,09/10/2015 12:12:29,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,25
9900297307,Walk Up,160,09/10/2015 12:12:51,3291,11th & San Jacinto,3291,11th & San Jacinto,105
9900297308,Walk Up,102,09/10/2015 12:12:03,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,21
9900297309,Walk Up,856,09/10/2015 12:12:16,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,20
9900297316,Walk Up,28,09/10/2015 13:12:46,2546,ACC - West & 12th Street,2541,State Capitol @ 14th & Colorado,16
9900297333,Weekender,221,09/10/2015 15:12:48,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,367
9900297359,Walk Up,285,09/10/2015 20:12:39,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297368,Walk Up,190,09/10/2015 20:12:16,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297369,Walk Up,197,09/10/2015 20:12:39,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297371,Walk Up,445,09/10/2015 20:12:46,1006,Zilker Park West,2564,5th & San Marcos,52
9900297381,Walk Up,266,09/10/2015 21:12:02,1006,Zilker Park West,2546,ACC - West & 12th Street,144
9900297388,Weekender,751,09/10/2015 21:12:59,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900297399,Walk Up,299,09/10/2015 22:12:10,1008,Nueces @ 3rd,2536,Waller & 6th St.,18
9900297401,Weekender,878,09/10/2015 22:12:08,1007,Lavaca & 6th,2568,East 11th St. at Victory Grill,14
9900297421,Local365,955,09/10/2015 13:12:26,1007,Lavaca & 6th,2541,State Capitol @ 14th & Colorado,5
9900297456,Local365,203,09/10/2015 12:12:01,1007,Lavaca & 6th,1008,Nueces @ 3rd,2
9900297504,Local30,503,09/10/2015 10:12:53,1006,Zilker Park West,1006,Zilker Park West,25
9900297532,Annual,1000,09/10/2015 12:12:57,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,9
9900297571,Local365,370,09/10/2015 08:12:19,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,12
9900297561,Local365,80,09/10/2015 21:12:19,1006,Zilker Park West,2544,East 6th & Pedernales St.,41
9900297578,Local365,683,09/10/2015 10:12:49,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,8
9900297597,Local365,425,09/10/2015 16:12:27,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,8
9900297599,Local365,58,09/10/2015 16:12:54,2576,Rainey @ River St,1006,Zilker Park West,34
9900297609,Local365,1000,09/10/2015 07:12:10,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,7
9900297620,Local365,1000,09/10/2015 11:12:41,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,14
9900297622,Local365,664,09/10/2015 11:12:16,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,41
9900297658,Local365,884,09/10/2015 16:12:54,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,9
9900297690,Local365,275,09/10/2015 14:12:53,1007,Lavaca & 6th,2576,Rainey @ River St,14
9900297730,Local365,974,09/10/2015 12:12:06,2541,State Capitol @ 14th & Colorado,1007,Lavaca & 6th,0
9900297740,Local365,386,09/10/2015 16:12:54,1006,Zilker Park West,1006,Zilker Park West,2
9900297744,Local365,890,09/10/2015 18:12:49,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,7